id,project_is_approved
p072113,0.810526187116401
p085444,0.9520566617313024
p028452,0.915021292084275
p104178,0.8490631440397268
p097168,0.7465265301733126
p211339,0.9761642344611132
p109077,0.880998516306238
p074743,0.7985085114405625
p207729,0.9197926673170905
p204533,0.9425790837711195
p207665,0.855913544428447
p217044,0.9701118392673774
p185822,0.8853599627186262
p223903,0.9262661416501214
p253408,0.9591127602642495
p021838,0.9107250158673049
p073176,0.9392937893382337
p097703,0.828717434048126
p177982,0.9724949036814177
p209800,0.9466430843104404
p197472,0.6925077278792123
p176198,0.9677491274877059
p010602,0.9614410443061855
p045059,0.9832666849427931
p004465,0.9225355389200882
p201661,0.6202765094465644
p247377,0.9495693386004544
p011839,0.9281245788921887
p181589,0.9417191173776441
p222352,0.8209544777662156
p033095,0.9017198181533564
p152161,0.9619584370551144
p146348,0.825761748799023
p081351,0.9460727099551098
p104086,0.9327554770660884
p129944,0.9645959974274618
p139971,0.9040232514503036
p019840,0.7740038896090755
p078847,0.9165584015782466
p187359,0.9732405279500214
p014981,0.9487618005391406
p078888,0.6380601863821252
p197493,0.8517029011476237
p223807,0.9346972199264244
p175173,0.5708495941443048
p184290,0.983335005197941
p240381,0.9383134248856413
p192045,0.920244434143691
p067483,0.9311859593027135
p065985,0.8599615244245346
p097988,0.8884846927316277
p014378,0.8479747188106869
p207504,0.8743298667380752
p124497,0.7557247126208203
p041514,0.9584314084176767
p053087,0.9626571935846833
p019766,0.8505284994998003
p042248,0.7121403654597324
p162955,0.8807619086706667
p051634,0.8544363739074767
p042928,0.6867550615736759
p218938,0.954964863894197
p096669,0.6931674831321477
p227913,0.965019170709788
p128332,0.8969265892955084
p156792,0.9371280870164161
p072391,0.897831483300391
p185449,0.7681855968929006
p166909,0.7986524311047299
p044691,0.9501932799940125
p101409,0.7814930106939032
p041121,0.9729395960942709
p238590,0.9191661920346087
p222387,0.9623412643675632
p234051,0.9521614146575771
p144094,0.8692845252691523
p091725,0.8498497092759647
p146744,0.9728117638047858
p217132,0.8455485687846965
p038548,0.9610550167061788
p163490,0.9748062175857433
p064027,0.9216977527311443
p252418,0.7448327583206475
p097793,0.8596310939842137
p127908,0.9457793411439362
p033793,0.5697300412439885
p041765,0.9394207738968827
p087059,0.9117615832872972
p139864,0.7310097767614893
p236252,0.977488216291585
p100085,0.571902415577642
p099517,0.8882441169231712
p105054,0.8697738570712995
p129742,0.9403470541377011
p208479,0.8406739338498781
p216392,0.8483672582112922
p142815,0.9282416307728131
p241790,0.8868220330918978
p056395,0.8619277165766257
p121254,0.9040789094794127
p083120,0.7684076581562103
p136618,0.893363887829228
p060713,0.8635989936454218
p178996,0.9326265694611204
p005636,0.8786554298355992
p093473,0.9570764560809496
p189408,0.7311020489326672
p037253,0.9345718537747518
p077833,0.9506669822466457
p217127,0.9687343180166532
p035918,0.9472955046436549
p195304,0.7238943869641554
p184006,0.9556914421282635
p053912,0.9531904452473098
p249361,0.9000459417259769
p228033,0.9569966787132184
p120177,0.9382072876763972
p205087,0.9739917671906656
p065516,0.9696028899278781
p251979,0.7697621787358747
p116508,0.8843275275525339
p219918,0.877695975639248
p147330,0.936826663518799
p248641,0.9537756001518062
p188743,0.9127248013598839
p232753,0.9266058296589585
p155252,0.8802409115235711
p034381,0.8527877495150268
p000855,0.9130638235821001
p122818,0.9308189543261582
p143606,0.9241079013548015
p219622,0.9616445994257252
p226159,0.5092070318658151
p220735,0.8507690666793445
p224764,0.9031725760740552
p210363,0.8148323649494915
p148574,0.9501124409389574
p212574,0.806277074137503
p219336,0.9594717795214062
p236757,0.9018278169995669
p113674,0.9221817305588673
p208748,0.9543811062576105
p036325,0.9450073993738705
p001219,0.9522904916038318
p019963,0.963665632292964
p012286,0.9128901503737793
p128031,0.882331040298463
p181273,0.9029957990946164
p228160,0.9534731729246394
p198162,0.9780585775619258
p010888,0.9470952179315641
p143333,0.8896300150054681
p241664,0.9528690944881137
p105195,0.896637323885857
p023056,0.49939465298332303
p177916,0.7881439091866206
p009005,0.8849101729852522
p196258,0.9372633342682911
p214997,0.9304763991008914
p137578,0.9582688021717821
p067204,0.9598375993634491
p148065,0.7887376780658233
p146297,0.7862974181466698
p184635,0.7689091437102291
p218157,0.949446023504064
p226936,0.9650666372186751
p026264,0.9511566771920121
p230219,0.9139313899124586
p042040,0.9632311098570296
p031495,0.8523177848037943
p241951,0.8299632695499595
p213119,0.8387265881565092
p058032,0.8583572169333095
p006519,0.943706273330277
p164910,0.868704252683613
p174119,0.844666985064678
p032059,0.9307523945807282
p163776,0.9089465543212563
p096322,0.8863522252886206
p065487,0.4086510040913093
p097627,0.9807813102217613
p055152,0.9094753957285986
p249493,0.9052836577918666
p208294,0.833438684910986
p015148,0.6360723222369681
p123415,0.9823044509995145
p152876,0.9413938839654122
p116942,0.9370243045376093
p068889,0.7432311090509051
p085299,0.8613233939550516
p079235,0.9530569748539403
p103973,0.9531626696734236
p148248,0.9845848068350228
p211888,0.8229980487109438
p009471,0.8846961880947181
p092215,0.9477896596105573
p147914,0.8891926975483484
p223502,0.9461056597156926
p102524,0.9249344433630622
p237245,0.8464734250717645
p048211,0.9592120425128435
p192594,0.7492239669224334
p045414,0.9003730243511527
p046340,0.9822009703308616
p191783,0.870790042352847
p094757,0.9851460733490436
p038959,0.9431567150698776
p058620,0.7842592036424492
p192466,0.9363885283097949
p197025,0.9338521926264225
p159919,0.9444869324827954
p018322,0.9691406406043207
p108689,0.8737736874396207
p210835,0.9066250493737409
p106448,0.946259734652066
p249270,0.9112768593240949
p016889,0.9691499478713455
p040535,0.8079912012161992
p221436,0.8518194740042291
p252788,0.9034032968688155
p178590,0.8850741764608568
p002105,0.8822023974415303
p111215,0.9552417636874988
p153809,0.9515796178636037
p136364,0.9732974369449757
p064316,0.9452324267495182
p045197,0.9467562957533125
p124829,0.957019944461163
p209156,0.98145821152193
p065013,0.8871934195601422
p045231,0.819300759602999
p100288,0.8759288686687627
p031464,0.8337481811219548
p113289,0.8613271522283429
p117143,0.7479325739435172
p229301,0.5675642518237931
p078655,0.9133535700559803
p224758,0.6855997161590983
p039688,0.8437960101857118
p001540,0.9832839781546062
p143087,0.9025769961773084
p020642,0.8655179348615035
p124035,0.9026078718332405
p203040,0.8668189013877995
p061998,0.4685053332640035
p235499,0.9025761370124864
p046971,0.847897503528023
p206955,0.8531881199018131
p178452,0.856640842032043
p142364,0.7404882499324416
p053540,0.9677845220415195
p124937,0.936511436936382
p119018,0.914663645231076
p000157,0.9839830410235029
p220155,0.9281796879634445
p137944,0.9875035629616152
p141499,0.9285184411109758
p048850,0.8903445574809473
p200050,0.9559051795709322
p099920,0.9742010347894147
p223762,0.6630198668136528
p021241,0.8395435010489636
p153453,0.9367129384426531
p204229,0.9637084402034357
p002626,0.9441121251731783
p020711,0.8201797842305912
p071519,0.7533529351538845
p204935,0.9719702345226877
p023511,0.9217886802947379
p071406,0.9116184253116699
p030547,0.9640176237227958
p236657,0.7919448679388289
p184656,0.8041439955102594
p067503,0.9371605131360223
p076599,0.9675922974226119
p089074,0.946933422810552
p055453,0.8622351040895547
p139328,0.8569394794714206
p208968,0.9116903333266831
p002749,0.9025272763060157
p174178,0.9275014240224365
p105305,0.9480281238853153
p245431,0.982901323171745
p128746,0.8587856566211897
p051923,0.8097118165039623
p175721,0.9174058027060307
p141223,0.974502292625143
p209236,0.8162722520310264
p167949,0.9582872178924403
p144580,0.7221927760160156
p148508,0.548824572951577
p040285,0.9518434954172216
p255901,0.9610643181253556
p076050,0.9176664201123462
p203493,0.7610601929127135
p177206,0.7673308259732968
p246769,0.9605779927170222
p089435,0.9256064425699657
p224769,0.8834982649730911
p020437,0.7178941923211266
p197991,0.6420995414699809
p094460,0.8359534931673869
p249184,0.9461785964598385
p113797,0.9723633732136666
p089926,0.8781338272679737
p043569,0.8937494956465527
p106653,0.8707680022411132
p122795,0.9375513676839736
p168410,0.8688393319756614
p094641,0.9732192711115117
p131396,0.957770027340032
p145834,0.7915956419714766
p163359,0.9227889822749449
p248284,0.6339745204699397
p198336,0.9258417703845269
p039392,0.9470516948549987
p116103,0.8697656784359377
p007013,0.9004337722100332
p246365,0.8565746044118764
p031862,0.7969024457946045
p057169,0.7292771315182565
p113992,0.9252619924965899
p177589,0.9379064470896924
p053595,0.9125011013012999
p195970,0.9202443260192829
p162775,0.930835174924499
p020715,0.9239407067346452
p055399,0.9031733848092999
p170111,0.9028617546584792
p057193,0.8605343983671618
p012815,0.5830411271578272
p060915,0.9303984543273484
p074675,0.9787530720047818
p230410,0.9768020348206903
p196664,0.844464771462645
p026826,0.9334210283527702
p106945,0.9210160501330438
p056997,0.8296848061368228
p048707,0.9504474842017925
p049393,0.948267493933338
p029744,0.8262572302328831
p254903,0.8839491352036772
p137968,0.9448759621246204
p167990,0.9338197125072443
p024721,0.7648326865962674
p117630,0.5582535380301648
p051830,0.944765490635852
p136585,0.6971289132227598
p089751,0.8796050247483594
p131552,0.8913548144520028
p072309,0.41211329230807253
p087218,0.924691122760915
p115313,0.3280434496830467
p104224,0.9556986172086085
p061626,0.9676498777631432
p012000,0.9545214029575869
p091153,0.8682720836564557
p247255,0.8377687150441367
p241234,0.7001948803621929
p216123,0.9537573085706872
p206047,0.9701532949417718
p042087,0.9693358712815512
p020207,0.9562652472105383
p254036,0.9503522474251194
p004083,0.9084815938834181
p127557,0.8237153933564214
p097962,0.9709495460746456
p189947,0.9076555249535962
p186106,0.7923768219795443
p253210,0.7885108434647338
p248708,0.8765230747271799
p178246,0.9334532906770522
p228978,0.8771277443104311
p035568,0.8949388520725332
p097664,0.865737694111991
p158443,0.7234258240711596
p067169,0.9193659713414298
p043477,0.8215225562737424
p013552,0.8490746896887883
p004535,0.9247691668127623
p200154,0.9266434756526045
p195162,0.8975166735236305
p197342,0.9618050266228446
p181588,0.8291653988744122
p236836,0.916282026991966
p157230,0.9412000424247575
p180852,0.8662562212013162
p148868,0.8296084946017148
p145811,0.9250257119768954
p094617,0.960050839846876
p099327,0.9576537706498592
p201292,0.9688275277395327
p238540,0.7106029967631905
p077949,0.8526771674807977
p247510,0.9512886947943058
p033076,0.9027372251670752
p256480,0.9020367296113475
p076769,0.8552207059261684
p062521,0.8915555411973225
p076054,0.7693030462289341
p124278,0.9537257382087689
p206560,0.7210578282750814
p086388,0.8669475355065882
p135523,0.9508067030700573
p056186,0.5201239558057885
p135913,0.9885238129561453
p255466,0.7709647166167304
p011944,0.22643241911905754
p169028,0.8906971104709498
p007872,0.8577480140219704
p250842,0.9620479932499372
p135510,0.9861832090730936
p108985,0.8073714288035498
p245638,0.8344992025982019
p034008,0.9322419569200029
p156741,0.9567139972031924
p230621,0.7833294874998998
p086259,0.9321611922382508
p121630,0.3423326805133571
p090584,0.9486075024594204
p146782,0.9732833653064714
p078643,0.9091267949853533
p050414,0.9208664024448048
p219184,0.7948806684194141
p229229,0.5955331518389995
p193613,0.4932313248531974
p117414,0.9516306695040623
p112114,0.8528567017536957
p209691,0.9277360002704662
p009360,0.961810186811743
p254068,0.8728790094059597
p177866,0.8916105526435062
p173135,0.9504732000388785
p257491,0.9599187151643191
p064520,0.861265724863661
p064901,0.664230741226258
p163146,0.9204114680715566
p150965,0.9418018208540346
p175930,0.8798462043247831
p135491,0.9457507159992139
p111598,0.9396589078804559
p063022,0.7760955516467253
p225619,0.9132879124159681
p214363,0.5156014980123035
p259744,0.9320476693663622
p258350,0.9257222450199082
p022962,0.7923950077234977
p013411,0.9297251317105236
p009502,0.9288138824287632
p073028,0.9673012464717278
p047973,0.8827761537521173
p104551,0.8683052997460323
p217620,0.7228665529905652
p199884,0.613898767295264
p124793,0.4402504817710869
p156660,0.8521434720472997
p098242,0.9018166717102236
p259010,0.5615677927233611
p086558,0.5763915247033623
p158022,0.8872294765130766
p202231,0.9789894932702343
p149156,0.9579290526442996
p029467,0.8068959043136493
p152032,0.8159797999695447
p122840,0.940350523929761
p024645,0.664000348162594
p124167,0.8141514895101588
p241316,0.9256979255968664
p046379,0.8772217874697653
p113280,0.8527838219267506
p183113,0.7505224081542043
p038727,0.5595734223948414
p100041,0.8827979219868625
p030392,0.8894128774667555
p088141,0.9710874347881577
p212210,0.9303797787710444
p112526,0.7211242552047855
p014522,0.9251641723018352
p028621,0.8908328486391942
p108505,0.9610273023489985
p061556,0.962662639737063
p218884,0.8659146160240532
p058425,0.9327438454888695
p192422,0.888792536181787
p032720,0.9369723207602654
p068000,0.9086367345186149
p087904,0.9401454725910494
p199278,0.9720834280452206
p205243,0.9682046948878991
p140121,0.9145735049146754
p250008,0.9480245547541418
p224866,0.9000408218963584
p247101,0.9851456110320653
p258581,0.9486875345714338
p009757,0.8839169739026989
p064907,0.9810704977727476
p245071,0.3403481259058786
p000726,0.9339757561984297
p215139,0.904093557201607
p112968,0.9601782563826897
p175695,0.7565502109529549
p148311,0.8483351687018791
p156499,0.977866582350351
p099284,0.8912924409853781
p132455,0.9900062575677326
p253487,0.6677503545157889
p120462,0.9733674181032222
p102609,0.704367219450278
p160645,0.9338412448434976
p104179,0.9812467938634994
p000666,0.9865559145982412
p036209,0.8787868965627046
p135102,0.9672324238816951
p134193,0.8697580517629071
p175806,0.8464177648103217
p076194,0.8341625380997529
p254862,0.8225340826573676
p192299,0.9489005041473293
p058811,0.8865793125309107
p140571,0.8782265344356125
p053238,0.9341879608213685
p206579,0.8109428233123879
p160818,0.9303328441510007
p027854,0.978247922403613
p116776,0.9054995028265101
p186365,0.7857323669600851
p165331,0.9425103673119731
p246564,0.8656669297199954
p138124,0.9511329053034653
p110953,0.6046183664434074
p186214,0.9658145268453676
p044778,0.9487143719600208
p257962,0.8648493642092744
p084487,0.9634492474056939
p221290,0.903465507865314
p181360,0.9607985859323868
p114370,0.8127464339483101
p169726,0.6813359257751402
p088261,0.8951785161825743
p089733,0.8239306871097207
p143200,0.9195495129368727
p089333,0.855774026388321
p067206,0.7534345294135816
p136629,0.8987870224203242
p123285,0.8993154153574268
p045613,0.618360899709533
p091258,0.8586192457686821
p109990,0.8618090344168607
p034945,0.960636562928855
p209215,0.8800826607271296
p180896,0.9138116974189757
p020986,0.8816497867268757
p029081,0.9557417990878545
p149371,0.9733758140563873
p092316,0.8371389318652508
p248888,0.952007491910168
p091658,0.6850581549300869
p032913,0.9241436455636287
p054741,0.9020508596948273
p088809,0.8372650208262927
p000884,0.9012346402745529
p250108,0.9505520261041135
p141013,0.9047527209110436
p223746,0.9353785197649328
p198971,0.9097412833562649
p210354,0.9605605148237301
p185480,0.5374467807664898
p020002,0.9510032312192567
p004176,0.9136740663432634
p139424,0.8213755561754738
p133590,0.7491449675449926
p028969,0.6109708435861697
p056535,0.9363737701850147
p160239,0.8843663639239482
p107783,0.9054690668471258
p041410,0.9043388656301709
p012368,0.9716259670802329
p244769,0.9667240307128714
p212460,0.949324969136201
p219249,0.6991612262340814
p148412,0.7978494125028186
p164417,0.7499640235964564
p142374,0.9713850931247626
p046842,0.8785128459821043
p076648,0.880768955343049
p161830,0.7565962125932134
p014015,0.962062433154101
p165474,0.7941865690503693
p056483,0.9689023531032167
p000532,0.8918428002621799
p194930,0.9427650936333352
p096974,0.7759741007037303
p017548,0.9231239861671151
p221036,0.8728562456340033
p243890,0.8403468848714732
p203836,0.9316025900959035
p179365,0.9369344663029732
p130248,0.833990776667798
p256311,0.9600175015492041
p239758,0.8865283817691423
p051974,0.9428613927221247
p110368,0.9041212272911272
p194208,0.9661252686347004
p145258,0.8914510317531127
p199434,0.8821617919115479
p002850,0.9435293599085456
p222550,0.9412421610003241
p053816,0.9045553841860753
p125835,0.9162929725917227
p164096,0.9337780458247867
p075105,0.9637266318732097
p124229,0.9220087007169407
p093763,0.9702902158298047
p094690,0.9126112262487384
p258365,0.8773661358628514
p022588,0.9726552154748677
p242099,0.9346749793928762
p218124,0.7419273337501435
p213245,0.9339634422514622
p099429,0.6877237684000526
p159954,0.950837199706422
p155453,0.9221454215071684
p198478,0.9235020718580222
p059565,0.9618017490722477
p220176,0.9418255105644981
p175848,0.7740413227515149
p041405,0.8871643865770262
p197041,0.6076869358651052
p253509,0.8511625607480408
p124739,0.9565100346683763
p118282,0.5053553086893255
p005286,0.8174976206723665
p246944,0.5889596778321204
p078030,0.916187938070772
p013257,0.9279499864459565
p197157,0.9488096281894721
p257172,0.9696308044078679
p083458,0.8675619979353688
p092170,0.9099784601647952
p195815,0.9872867645326435
p036972,0.9569869599474999
p001080,0.7735496069818877
p144625,0.931885582600978
p010260,0.9355746111607354
p007734,0.7455070546252662
p227563,0.8375605600232003
p225936,0.816473705670882
p119988,0.6070728127837747
p196189,0.7594621821959785
p180227,0.7002038644501947
p176336,0.9758787470072829
p163516,0.9159338391987591
p157886,0.9700049988495615
p144904,0.9687747587604538
p129205,0.9039322635459959
p043372,0.9125350450990973
p110068,0.8274411509052072
p007341,0.6658843545447489
p228272,0.9550193241626529
p050657,0.9415026267490121
p018289,0.9693498557482297
p253075,0.9367266896580185
p035816,0.9222836881025491
p116074,0.9423925832409011
p245626,0.8438615815537327
p226048,0.792205534251237
p245435,0.9639808748558681
p134914,0.8351641718436716
p061557,0.8471610720420002
p037533,0.8601957668313878
p090538,0.6220803808023074
p007729,0.7690456564416076
p169881,0.9624901551495507
p012192,0.6889383659063975
p239204,0.9587447777448966
p245090,0.975365507669689
p007251,0.8722537633456667
p230912,0.976066722359953
p007283,0.8475628622196654
p238895,0.783227157737406
p011941,0.870957043117894
p214398,0.9828241867447404
p214516,0.727286490140126
p125508,0.9504720689332037
p153948,0.906670642057443
p006182,0.6919179178547352
p187280,0.6397073370760111
p048932,0.7341498876193434
p066118,0.9106239179875313
p096752,0.9108727661811269
p085233,0.8321721696624288
p205770,0.9562888474220852
p159463,0.9622777523094039
p074489,0.9747101857891383
p046662,0.8714287889488176
p157897,0.9122799731211265
p025188,0.9476862514324844
p023274,0.913714576521471
p164405,0.771567683493548
p142465,0.9011516430227754
p111439,0.8646799818864763
p064680,0.9607395504052111
p142809,0.9149211950989353
p006247,0.9334931217944786
p096942,0.8672713537100241
p006643,0.7130826301791293
p011099,0.8544791227067784
p053046,0.9413425378991505
p092138,0.8806033044073613
p249750,0.5907678527366508
p109566,0.9225153963445047
p195570,0.9072655582874514
p152325,0.7077590521712601
p184563,0.965929430729268
p257519,0.7093108512090625
p239603,0.9312280141093539
p100017,0.682856164790698
p032737,0.8545294609649303
p251043,0.8559291604903339
p041341,0.7252774727339457
p153867,0.978078780644864
p163754,0.9131676404237238
p114663,0.8305905650322261
p119245,0.9145304649939971
p026989,0.8981286431884552
p234149,0.8408903645063954
p086050,0.9611905611463344
p015894,0.8451351413557368
p149358,0.6814185542106957
p215530,0.9441939480289239
p019705,0.9300000494509233
p164001,0.9633807073238881
p149741,0.9819853083145801
p241012,0.9413702727750708
p236428,0.8722985851632761
p254247,0.8668994972339855
p088054,0.6793719975858924
p165236,0.9172879142841529
p075408,0.8661171180614395
p245303,0.8990467632134461
p218679,0.907953690042975
p186795,0.9310058596113546
p047683,0.8856994789565923
p090548,0.8715397422282206
p210440,0.8648276627706424
p065716,0.5540591205984009
p055864,0.9571128658508132
p189758,0.7162327497494643
p125661,0.8037545368846934
p098104,0.9335379683840154
p195543,0.8937282352094565
p192258,0.8969065420570941
p220168,0.9660721305314834
p085191,0.601560849932075
p086029,0.8236633839880325
p022535,0.8703997701563825
p007921,0.9222479551193222
p074011,0.8686758897250066
p013199,0.9350114705286469
